vidName,stimSet,subName,description
Reading-reading2,Set2,Sub28,Somebody. It's a reading a book and initially their hand is resting against their face to hold their face up while reading and then they move their hand down as they continue to read the book. 
FoodDrink-chopping2,Set2,Sub28, somebody is cutting vegetables.  while cooking and they're using a knife and a vegetable is some sort of green one and they're making very small sections. 
Games-videoGames2,Set2,Sub28,An old man is playing video games using a black controller.  he is using his thumbs to play the game he's on the controller and he is excited and sort of agitated. 
FoodDrink-bakingCookies2,Set2,Sub28,This person with dark colored nail polish and a ring on their left hand is mixing and padding town.  a form of batter or dough that they are cooking with and they're mashing together a piece to put on a baking sheet on a baking pan. 
HealthSelfCare-bandaid2,Set2,Sub28,He is putting either a band-aid or a piece of tape on their left index finger by folding it the long way around the tip of their finger. 
GroomingOneself-brushingTeeth2,Set2,Sub28,A man. Is brushing his teeth using a dark-colored toothbrush and is looking at himself in the mirror while he does. 
Sleep-sleep2,Set2,Sub28,Asia. Girl who was probably a teenager is sitting or lounging on a gray couch or recliner and is nodding off and she is also wearing a green soccer hoodie. 
RacquetSports-playingTennis2,Set2,Sub28,They're two men playing tennis on a singles match and the person in orange is playing somebody who's wearing green and the man in orange just hit the ball in a way to end the match. 
Soccer-playingSoccer2,Set2,Sub28,And is doing a penalty kick on a soccer field and it's wearing a white shirt the goalie stretches out to block the ball from going inside the.  hood to make a goal and the man is frustrated that it doesn't go in the man in the white shirt that is. 
Travel-driving2,Set2,Sub28,A man wearing a hat and a nike grey hoodie is currently driving a car that has a blue colored tree air freshener in there and something happens which causes the driver to move erratically first short amount of time. 
Weights-weights2,Set2,Sub28,This man is working out while sitting on a bench and using two large dumbbells to.  exercise their arm muscles particularly their biceps. 
Dressing-buttoningShirt2,Set2,Sub28,This person is tying on a dark colored button-down and they're halfway through the buttons and they're moving very fast. 
IntClean-moppingFloor2,Set2,Sub28,Somebody who is wearing a professional clothing particularly a blue button-down about and khaki pants is cleaning the floor of a building they are mopping one line of the four down and walking swiftly. 
FoodDrink-Pour2,Set2,Sub28,When is pouring milk into a cup of tea all the china in this is white colored primarily and most of them have pink flowers on it on the cup of tea or I should say the cup of tea is placed on top of a white plate and there's also a spoon on people. 
EatDrink-drinking2,Set2,Sub28, a little girl is drinking something out of a blue cup the cup is quite small and she is continuously drinking throughout the video. 
Dressing-tyingTie2,Set2,Sub28,This man is.  showing the camera how to tie a tie this time particular is polka dotted and is dark with white polka dots. 
Pets-walkingDog2,Set2,Sub28,Aids. Man is walking a dog on a sidewalk.  at a medium to slow pace. 
Cardio-spinning2,Set2,Sub28,A group of women black women to be specific who are doing exercises on cycling machines they are crossing their arms are moving up and down to further at exercise their arms while also moving their legs to move the cycling machines. 
GroomingOneself-brushHair2,Set2,Sub28,With long black hair is in the middle of brushing one section of it while wearing a white shirt or blouse with a black skirt on top of a bed and a yellow colored room. 
Groceries-groceryShopping2,Set2,Sub28,A young girl is looking at the things that have been selected at a grocery store a man and a red shirt is scanning the items and the little girl is watching him do so. 
Dancing-modernDance2,Set2,Sub28,Two people are dancing together two men and a woman the woman has blonde hair and she's wearing a red dress in the man is wearing dark grayish clothing and they were to play the song sort of interpretive dance with lot of movement. 
FoodDrink-sautee2,Set2,Sub28,Samba. Is cooking pasta I believe on a big cray skillet over a fire at a kitchen i'm assuming.  she tosses this white small piece of food on the skillet to further cook it while stirring it also with a spoon. 
TV-watchingTV2,Set2,Sub28,And is watching the biggest loser on a tv at the end of the room and they're watching in one clip on a girl named daphne at her wing check in.  I guess in this is on nbc. 
FoodDrink-rollingDough2,Set2,Sub28,Someone is doing some sort of cooking tutorial and is flattening out a piece of dough using a wooden utensil and fejo is becoming more circular and is on top of flower on a wooden.  serpas. 
Garden-gardening2,Set2,Sub28,A man wearing a beige hat and beige colored clothing is digging a hole in the ground and is potting. Potting but planting a small green plant in the hole. 
Basketball-basketball2,Set2,Sub28,A man who looks like steph curry shoots a shot that is probably a two pointer into the basketball hoop as practice and there are men around him who are watching him as he does that. 
Crafts-knitting2,Set2,Sub28,This person is starting off.  their knitting stitch with 5 or so.  kai's around one knitting needle through using your left hand to hold the string and are tying it around a blue knitting needle. 
IntClean-dustingTable2,Set2,Sub28, pbs just don't get it.  somebody is cleaning up a mess on a wooden table there are three large pieces of crumbs in there using a white handkerchief to clean it up. 
Walk-walk2,Set2,Sub28,There are two men wearing dark suits and hats walking along a road they are also next to a building with two lampposts and they're walking pretty slowly. 
Dancing-ballroomDancing2,Set2,Sub28,There's a dancing duo on a.  talent show like america's got talent or something the man is wearing a fedora hat and is wearing a black suit and the woman is wearing.  a black top with a shiny gold skirt and high heels and they do a twist dance on stage. 
Dressing-puttingOnShoes2,Set2,Sub28,A pregnant lady is putting on her right shoe it is flat and it is black and she's putting it on top of her black sock while sitting on stairs. 
Yoga-yoga2,Set2,Sub28,A lady is doing yoga on a green mat in an empty room with white walls she's currently doing an elbow stands and kicks her legs up to a perfect straight body. 
IntClean-vacuuming2,Set2,Sub28,Someone is using an orange and gray vacuum cleaner to clean up bits of paper and other debris on a used colored carpet. 
EatDrink-eating2,Set2,Sub28,This person is chewing food. 
Aerobics-aerobics2,Set2,Sub28,There are five women who are doing exercises in a brightly colored room with pink lights and purple lights the women are wearing black pants of varying sizes and black shoes and on there on the tops of their body they are wearing brightly colored exercising clothes.  for instance the lady in the front who is in the front of a v formation is wearing a mint colored bra. 
CaringChildren-babyCrawling2,Set2,Sub28,There is a baby crawling on the floor.  with a pacifier in their mouth and they are crawling towards a series of items including milk toy keys a baby stuffed animal and a little toy book. 
Garden-wateringPlants2,Set2,Sub28,Somebody is watering a potted plant.  the plant are pink flowers. 
Social-talk2,Set2,Sub28,A man is talking to the camera while sitting at an office desk that has a keyboard and a phone and plethora of papers on it this man is wearing a button-down with a jacket on top of it. 
Games-playingBilliards2,Set2,Sub28,A man is playing a version of pool where he uses the balls in a different way.  he is trying to hit the balls that are originally in a line into the same pocket.  and there are five balls. 
Social-shakeHands2,Set2,Sub28,There are two men having.  a conversation of swords on the. Porridge or outside area of a house one of them is sitting the other is standing and they shake hands. 
GroomingOneself-applyingMakeup2,Set2,Sub28,A lady with red hair is putting makeup on her face she was currently using a pink brush to put probably foundation or concealer on her left cheek. 
Wash-wash2,Set2,Sub28,Somebody is lathering soap on their hands in order to watch their hands properly they are currently working to get the dirt in the crevices of their hand while the water is running at the sink. 
Bike-bike2,Set2,Sub28,A man is riding a bike on the side of a road and a staring towards the camera man.  they're writing a dark-colored bike and wearing a leather jacket and dark pants this man is all so old. 
CaringChildren-playingPlayground2,Set2,Sub28,A young girl with blond hair was wearing brown uggs slides down a blue slide at a playground and onto brown mulch. 
KitchenClean-washingDishes2,Set2,Sub28,I'm somebody wearing a green button-down is washing the dishes and in this particular scene at the sink they are using a green and yellow sponge with soapy water that's in the sink to clean a bread bowl. 
Pets-brushingCat2,Set2,Sub28,Cat is being groomed with a gray and cream utensil. 
HealthSelfCare-swallowPills2,Set2,Sub28,A young girl with blondish hair and a green shirt with a silly band on her right wrist is taking a white circular pill they are washing it down with blue gatorade first they put the gatorade in their mouth and then they slipped the pill inside their mouth. 
Golf-golf2,Set2,Sub28,A man in a blue shirt swings and hits a golf ball on the ground and he is currently on.  craft while he does that and thank you after he's done he looks out to see where the ball went. 
Write-writing2,Set2,Sub28,This man is using a pink or purple mechanical pencil to write something down on a white piece of paper and they're wearing a white and black hoodie. 
Phone-calling2,Set2,Sub28,This man wearing glasses in a red button-down shirt with a multi colored tie is talking to someone on a phone a home phone or landline and he is speaking for a long time seemingly agitated. 
Run-running2,Set2,Sub28, does something larry bacow would do.  there are a series of men running for some sort of race and they are sprinting wearing different colored shirts some of them are purple and some of them are yellow.  right. 
Crafts-painting2,Set2,Sub28,This man paints.  canvas that is probably.  depicting mountains and a blue sky there currently painting the blue portion of it using a wide brush and.  they are currently working in the upper right hand corner of the canvas. 
FoodDrink-stirring2,Set2,Sub28,Somebody wearing a gray shirt with the word peace on it is currently mixing together some batter probably for brownies in a tall silver bowl and is currently whisking the cooking materials together. 
Garden-mowingLawn2,Set2,Sub28,Is mowing the lawn.  using an electric lawn mower. 
GroomingOneself-shaving2,Set2,Sub28, a man is using a handheld manual shaver to shave his beard and mustache and he had already put on shaving cream around his mustache and beard area. 
FoodDrink-grilling2,Set2,Sub28,Steak is being cooked on a small grill in a kitchen a man who i'm assuming is the chef flip the steak over so that the other side can be cooked. 
Pets-playingDog2,Set2,Sub28,"This man is crouching down.  and is trying to summon his dog presumably by calling their name and the dog is golden colored slightly brownish and as a dog, the owner gives either a toy or a treat to the dog to chew on on the grass. "
Computer-computer2,Set2,Sub29,Somebody is typing. 
Laundry-laundry2,Set2,Sub29,Somebody's doing the washing machine. 
Social-laughing2,Set2,Sub29,Boys laughing. 
Reading-reading2,Set2,Sub29,A boy is reading a book in a library. 
FoodDrink-chopping2,Set2,Sub29,Somebody's chopping a vegetable. 
Games-videoGames2,Set2,Sub29,I know the man is playing. 
FoodDrink-bakingCookies2,Set2,Sub29,A woman is preparing biscuits. 
HealthSelfCare-bandaid2,Set2,Sub29,Somebody. Poutine. 
GroomingOneself-brushingTeeth2,Set2,Sub29,A young man is brushing his teeth. 
Sleep-sleep2,Set2,Sub29,Attorney sleeping on the couch. 
RacquetSports-playingTennis2,Set2,Sub29,Two guys that are playing tennis. 
Soccer-playingSoccer2,Set2,Sub29,Somebody's playing soccer. 
Travel-driving2,Set2,Sub29,A mayonnaise guiding. 
Weights-weights2,Set2,Sub29,Iron man is exercising. 
Dressing-buttoningShirt2,Set2,Sub29,A man is putting on his shirt. 
IntClean-moppingFloor2,Set2,Sub29,A man is cleaning the floor. 
FoodDrink-Pour2,Set2,Sub29,Somebody's preparing the tea. 
EatDrink-drinking2,Set2,Sub29,Young a girl is drinking water. 
Dressing-tyingTie2,Set2,Sub29,A man he's putting on his tie. 
Pets-walkingDog2,Set2,Sub29,
Cardio-spinning2,Set2,Sub29,Spinning class. 
GroomingOneself-brushHair2,Set2,Sub29,A younger is brushing her hair. 
Groceries-groceryShopping2,Set2,Sub29,A young girl is at the supermarket with their mother. 
Dancing-modernDance2,Set2,Sub29,A couple. Is dancing. 
FoodDrink-sautee2,Set2,Sub29,Somebody's cooking. 
TV-watchingTV2,Set2,Sub29,Let's watch my tv. 
FoodDrink-rollingDough2,Set2,Sub29,Somebody is preparing to dull. 
Garden-gardening2,Set2,Sub29,Wanting a small tree. 
Basketball-basketball2,Set2,Sub29,Jungle boys playing basket. 
Crafts-knitting2,Set2,Sub29,Some of this meeting. 
IntClean-dustingTable2,Set2,Sub29,Somebody's cleaning a table. 
Walk-walk2,Set2,Sub29,Two men at work walking in the street at night. 
Dancing-ballroomDancing2,Set2,Sub29,A couple dispensing. 
Dressing-puttingOnShoes2,Set2,Sub29,Pregnant woman is putting on his shoes. 
Yoga-yoga2,Set2,Sub29,A young woman is exercising. 
IntClean-vacuuming2,Set2,Sub29,Somebody's boxing training. 
EatDrink-eating2,Set2,Sub29,A young man he's eating. 
Aerobics-aerobics2,Set2,Sub29,Young woman exercising. 
CaringChildren-babyCrawling2,Set2,Sub29,I thought the lair. 
Garden-wateringPlants2,Set2,Sub29,Somebody is giving water to their plans. 
Social-talk2,Set2,Sub29,A young man is speaking in front of the camera. 
Games-playingBilliards2,Set2,Sub29,Somebody. Playing. 
Social-shakeHands2,Set2,Sub29,Two people are shaking their hands. 
GroomingOneself-applyingMakeup2,Set2,Sub29,I am woman is putting on makeup. 
Wash-wash2,Set2,Sub29,Somebody's watching his hands. 
Bike-bike2,Set2,Sub29,Chinese cycling. 
CaringChildren-playingPlayground2,Set2,Sub29,A children is. 
KitchenClean-washingDishes2,Set2,Sub29,A woman is washing dishes. 
Pets-brushingCat2,Set2,Sub29,Somebody is brushing their cats. 
HealthSelfCare-swallowPills2,Set2,Sub29,A young girl is taking appeal. 
Golf-golf2,Set2,Sub29,A man is playing golf. 
Write-writing2,Set2,Sub29,Somebody's writing. 
Phone-calling2,Set2,Sub29,A man is speaking on the phone. 
Run-running2,Set2,Sub29,A group of younger man is running. 
Crafts-painting2,Set2,Sub29,A guy is a pain. 
FoodDrink-stirring2,Set2,Sub29,A woman is cooking a meal a cake. 
Garden-mowingLawn2,Set2,Sub29,Somebody's cutting the grass. 
GroomingOneself-shaving2,Set2,Sub29,A man. Amazing shaving. 
FoodDrink-grilling2,Set2,Sub29,Somebody's preparing ustick. 
Pets-playingDog2,Set2,Sub29,A man is playing with his dog. 
Computer-computer2,Set2,Sub30,Received. A desk typing. 
Laundry-laundry2,Set2,Sub30,We see someone putting soap.  or liquid washing solution into a washing machine. 
Social-laughing2,Set2,Sub30,We see a young boy laughing. 
Reading-reading2,Set2,Sub30,See someone reading in a library. 
FoodDrink-chopping2,Set2,Sub30,You see someone cutting a vegetable in very fine measures. 
Games-videoGames2,Set2,Sub30,We see an old man with a controller and it seems as though he's playing video games. 
FoodDrink-bakingCookies2,Set2,Sub30,Received someone who is.  working with the hands on.  on getting together.  a cookie or something of that sword and they're just flashing in app and giving it shape.  and it seems as though they took it out of their ball and a ball with though and then they're just checking it out before placing it on a train on the side where there is already another pull up though. 
HealthSelfCare-bandaid2,Set2,Sub30,We see someone putting a band-aid under finger and the we didn't do it is the day pressed into the band aid that they're putting on their pointer finger and then they're using their other hand to smooth it over there nail a boards and.  and basically using their other hands them to some of that over. 
GroomingOneself-brushingTeeth2,Set2,Sub30,We see a young man brushing his teeth from side to side. 
Sleep-sleep2,Set2,Sub30,We see a young girls sleeping on a grey couch. 
RacquetSports-playingTennis2,Set2,Sub30,We see two men playing tennis and running towards them after a particularly tricky shot and making it and hitting the ball. 
Soccer-playingSoccer2,Set2,Sub30,We see someone taking a penalty shard in soccer and failing and just grasping their head in exasperation. 
Travel-driving2,Set2,Sub30,Received someone in a car driving and probably hitting something or having something unexpected happened to him so that the man who's driving looks and sudden and.  and just frustrated or nervous.  at the wheel. 
Weights-weights2,Set2,Sub30,A man on a bench.  lifting weights. 
Dressing-buttoningShirt2,Set2,Sub30,We seize someone quickly buttoning up.  a black dress shirt. 
IntClean-moppingFloor2,Set2,Sub30,Someone.  10 cleaning the floor with a mould.  or mapping.  fr. 
FoodDrink-Pour2,Set2,Sub30,We see someone adding milk to a cup of tea and the cup and the.  and the.  plaid or white and they have at the design of a rose or a flower and the picture with milk as the same colour.  and there's also a metal spoon on the plate and there's another tea sets are on in this entire scene. 
EatDrink-drinking2,Set2,Sub30,We see a young girl drinking from a blue cup. 
Dressing-tyingTie2,Set2,Sub30,We see someone with slowly slowly time.  a tie and they seem to have.  to put the running of the tie to a whole that they've created. 
Pets-walkingDog2,Set2,Sub30,Wish. Some. Walking dead dog under sidewalk. 
Cardio-spinning2,Set2,Sub30,We see people in a gym on bikes.  who are her dancing and making gestures as they write that training like. 
GroomingOneself-brushHair2,Set2,Sub30,You see a girl on her bad coming through her hair. 
Groceries-groceryShopping2,Set2,Sub30,UcI cashier.  scanning items of a mother and her child. 
Dancing-modernDance2,Set2,Sub30,Received two people dancing and a woman is leaning backwards.  and then the man moves forward and then they go back and they spin. 
FoodDrink-sautee2,Set2,Sub30,Will see someone cooking onions or just slices of something that is white in a pan on the fire and just flipping the ingredients over and making them flat with a spoon. 
TV-watchingTV2,Set2,Sub30,We see a person sitting and watching tv. 
FoodDrink-rollingDough2,Set2,Sub30,Received someone rolling out door with a wooden pin. 
Garden-gardening2,Set2,Sub30,We see a farmer digging a hole in the ground and then seeming to plant a little plant. 
Basketball-basketball2,Set2,Sub30,We see people inside a gym.  or a basketball court just shooting balls at the net. 
Crafts-knitting2,Set2,Sub30,We see someone needing and adding a point with a purple needle and just creating a knot. 
IntClean-dustingTable2,Set2,Sub30,We see someone cleaning a table with a wide.  piece of cloth and they're just picking up with seem to be like small balls of doll.  from a wooden table. 
Walk-walk2,Set2,Sub30,We see two men walking at night surrounded by street lights. 
Dancing-ballroomDancing2,Set2,Sub30,We see two people dressed in black dancing and spinning. 
Dressing-puttingOnShoes2,Set2,Sub30,Middle-aged white woman putting on her black shoes on a stare so she is sitting on the stairs and she's putting a foot up to her knee and then placing her foot into her.  schuh. 
Yoga-yoga2,Set2,Sub30,Received someone doing some yoga pose. And they're doing some handstand really really abunda elbows and then they just push off the floor of the floor to do some instant ask for us. 
IntClean-vacuuming2,Set2,Sub30,Someone using a vacuum cleaner to pick up what seem to be.  pieces of paper. 
EatDrink-eating2,Set2,Sub30,Amen chewing. 
Aerobics-aerobics2,Set2,Sub30,We see a woman showing as how to exercise by waving her hands around and stepping from side to side. 
CaringChildren-babyCrawling2,Set2,Sub30,We see a baby crawling toward a set of toys. 
Garden-wateringPlants2,Set2,Sub30,Someone watering.  plans.  or flowers to be more exact. 
Social-talk2,Set2,Sub30,Sia man talking in front of his office. 
Games-playingBilliards2,Set2,Sub30,We see someone had a pool table heading balls different colours into the same hole. 
Social-shakeHands2,Set2,Sub30,You see two man shaking hands.  and the first one is sitting and then the other one is standing up. 
GroomingOneself-applyingMakeup2,Set2,Sub30,See a woman putting on makeup with a brush on her cheek. 
Wash-wash2,Set2,Sub30,The shard of two hands.  washing themselves with soap.  and there's sturgess.  just washing their hands and clothes shop. 
Bike-bike2,Set2,Sub30,And riding a bicycle in a park.  or newer park. 
CaringChildren-playingPlayground2,Set2,Sub30,Receipt. Girls sliding down a blue slide. 
KitchenClean-washingDishes2,Set2,Sub30,You see someone washing a bowl. 
Pets-brushingCat2,Set2,Sub30,Received we see someone coming coming their hair of a cat.  in the bag of set cats.  yeah. 
HealthSelfCare-swallowPills2,Set2,Sub30,We see someone drinking a blue gatorade and done taking a pill. 
Golf-golf2,Set2,Sub30,We see someone preparing to.  2.  to head of golf club. Received someone who's trying to hit a golf ball with a club and there it's a young man wearing a black baseball hat blue polo and just like black pants but they're just hitting the golf ball and surrounded by greenery and a white tent. 
Write-writing2,Set2,Sub30,See someone writing down things with.  a pen or a mechanical pencil. 
Phone-calling2,Set2,Sub30,We see a man who is talking on the phone. 
Run-running2,Set2,Sub30,See a group of people running presumably in american because they have signs with names on them. 
Crafts-painting2,Set2,Sub30,We see someone who is painting and colouring a sky or surrounding a scenery and we're just seeing them use a flat brush to start painting a corner of set painting the rest is.  is the rest of the painting is just outlines. 
FoodDrink-stirring2,Set2,Sub30,Received someone with a hand mixer mixing a brown powder in a metallic bowl. 
Garden-mowingLawn2,Set2,Sub30,Someone mowing their grass. 
GroomingOneself-shaving2,Set2,Sub30,There is a man with shaving cream on and then he takes the metallic and starts shaving when office cheeks. 
FoodDrink-grilling2,Set2,Sub30,Sees someone cooking a steak in a growl and they're flipping it over. 
Pets-playingDog2,Set2,Sub30,Man playing with his dog and just padding the dog on the bag. 
TV-watchingTV1,Set1,Sub31,Is watching television. 
GroomingOneself-shaving1,Set1,Sub31,The guy is shaving his beard. 
CaringChildren-playingPlayground1,Set1,Sub31,Is playing in the park. 
IntClean-vacuuming1,Set1,Sub31,Vacuuming the floor. 
FoodDrink-bakingCookies1,Set1,Sub31,The person is making cookies. 
RacquetSports-playingtennis1,Set1,Sub31,Two kids are playing tennis. 
Garden-gardening1,Set1,Sub31,The person is doing garden work. 
Basketball-Basketball1,Set1,Sub31,Es playing basketball. 
CaringChildren-babyCrawling1,Set1,Sub31,Tile is crawling. 
Dancing-modernDance1,Set1,Sub31,They are dancing. 
Crafts-painting1,Set1,Sub31,S&s painting.  the person is painting. 
Soccer-playingSoccer1,Set1,Sub31,The guy just scored in a soccer game. 
Aerobics-aerobics1,Set1,Sub31,Out. They are working out. 
GroomingOneself-applyingMakeup1,Set1,Sub31,Putting on makeup. 
KitchenClean-washingDishes1,Set1,Sub31,He is doing dishes. 
Dressing-tyingTie1,Set1,Sub31,Person tying a yellow tie. 
Garden-mowingLawn1,Set1,Sub31,Lawn is mowed. 
Weights-weights1,Set1,Sub31,Kurt is doing curl-ups. 
Pets-brushingCat1,Set1,Sub31,Cats.  the guy is grooming his cats. 
Laundry-laundry1,Set1,Sub31,Laundry. 
Write-writing1,Set1,Sub31,Is riding. 
Dressing-puttingOnShoes1,Set1,Sub31,Taking. Hu.  turn off a shoe. 
FoodDrink-sautee1,Set1,Sub31,And scallion. 
Games-playingbilliards1,Set1,Sub31,Playing pool. 
Bike-bike1,Set1,Sub31,Group of people is biking. 
EatDrink-eating1,Set1,Sub31,The person is eating. 
Sleeping-sleep1,Set1,Sub31,Send is waking up. 
GroomingOneself-brushHair1,Set1,Sub31,Brushing her hair. 
Pets-playingDog1,Set1,Sub31,A dog is playing with his human. 
Golf-golf1,Set1,Sub31,He's playing golf. 
Phone-calling1,Set1,Sub31,Actor is talking on the phone. 
Cardio-spinning1,Set1,Sub31,Who are
Social-laughing1,Set1,Sub31,Zillakami is smiling. 
Garden-wateringPlants1,Set1,Sub31,Is watering a plant. 
FoodDrink-rollingDough1,Set1,Sub31,He is making a dough. 
Crafts-knitting1,Set1,Sub31,Person with very white hands is during knitting. 
HealthSelfCare-swallowPills1,Set1,Sub31,Taking a pill. She is taking a pill. 
Wash-wash1,Set1,Sub31,The guy is washing his hands. 
FoodDrink-chopping1,Set1,Sub31,Cutting carrots into pieces. 
EatDrink-drinking1,Set1,Sub31,Drinking tea in front of a british flag. 
Computer-computer1,Set1,Sub31,She is using internet. 
Games-videoGames1,Set1,Sub31,Playing video games. 
FoodDrink-stirring1,Set1,Sub31,Is beijing. 
FoodDrink-grilling1,Set1,Sub31,Person is using his hand and a grill. 
Travel-driving1,Set1,Sub31,Why is. Is driving. 
Yoga-yoga1,Set1,Sub31,Yoga. She is doing yoga. 
GroomingOneself-brushingTeeth1,Set1,Sub31,Sin is brushing his teeth very. 
IntClean-moppingfloor1,Set1,Sub31,He is mopping the floor. 
Dancing-ballroomDancing1,Set1,Sub31,They are dancing. 
Social-talk1,Set1,Sub31,Who is talking the girl is talking. 
Social-shakeHands1,Set1,Sub31,True guys are shaking hands. 
HealthSelfCare-bandaid1,Set1,Sub31,Is putting a band-aid on his thumb. 
Dressing-buttoningShirt1,Set1,Sub31,He is buttoning his clothes. 
Walk-walk1,Set1,Sub31,Is a very busy street. 
Pets-walkingdog1,Set1,Sub31,Is walking his dog. 
Groceries-groceryShopping1,Set1,Sub31,End. Shopping in the grocery store. 
FoodDrink-Pour1,Set1,Sub31,He is pouring wine into the glass. 
IntClean-dustingTable1,Set1,Sub31,Why is cleaning the table. 
Reading-reading1,Set1,Sub31,She is reading. 
Run-running1,Set1,Sub31,He is running. 
TV-watchingTV1,Set1,Sub32,A man is sitting in an armchair watching the television. 
GroomingOneself-shaving1,Set1,Sub32,A man looks at himself in the mirror as he shaves his face using a straight razor. 
CaringChildren-playingPlayground1,Set1,Sub32,A little boy goes down a slide on a playground. 
IntClean-vacuuming1,Set1,Sub32,This is a first person view of somebody vacuuming a beige rug. 
FoodDrink-bakingCookies1,Set1,Sub32,Two hands roll together.  cookie dough.  and place it on a tray. 
RacquetSports-playingtennis1,Set1,Sub32,Young boys are playing tennis on an indoor court. 
Garden-gardening1,Set1,Sub32,A man is using a gardening tool to remove or weed from his garden. 
Basketball-Basketball1,Set1,Sub32,A young ma. Is playing basketball alone outside on a public court. 
CaringChildren-babyCrawling1,Set1,Sub32,A baby is crawling around on a colorful rug. 
Dancing-modernDance1,Set1,Sub32,A man and a woman are dancing together.  the man.  holds the woman's wrist as she twirls around. 
Crafts-painting1,Set1,Sub32,Somebody is using a paint brush and blue paint to. 
Soccer-playingSoccer1,Set1,Sub32,A man takes a penalty shot in a soccer match and scores. 
Aerobics-aerobics1,Set1,Sub32,Here to women are performing a robux in a empty studio. 
GroomingOneself-applyingMakeup1,Set1,Sub32,A woman is applying makeup to her eye. 
KitchenClean-washingDishes1,Set1,Sub32,Moon is washing a pan with soap and a scrubber in there soon. 
Dressing-tyingTie1,Set1,Sub32,We see a close-up view of a man's hands as he ties a yellow tie around his neck. 
Garden-mowingLawn1,Set1,Sub32,A lawn mower is being pushed by a man over a large green lawn. 
Weights-weights1,Set1,Sub32,This is a close-up view of a man's chest and arm as he lifts a weight to work out his bicep. 
Pets-brushingCat1,Set1,Sub32,Somebody is brushing a furry gray and white cat. 
Laundry-laundry1,Set1,Sub32,A man is taking laundry from a basket on the floor and putting it in a top-loading laundry machine. 
Write-writing1,Set1,Sub32,A close-up view of someone's hands as they write using a pencil in a notebook. 
Dressing-puttingOnShoes1,Set1,Sub32,And is taking off her boots she has long knee-high black leather boots.  and we see a close-up view of her legs. 
FoodDrink-sautee1,Set1,Sub32,This is a close-up view of a wooden spatula moving onion around in a skillet. 
Games-playingbilliards1,Set1,Sub32,We see someone playing pool on a blue pool table. 
Bike-bike1,Set1,Sub32,Men rapidly ride bicycles down the street in a race. 
EatDrink-eating1,Set1,Sub32,A woman in a old timey outfit is eating something. 
Sleeping-sleep1,Set1,Sub32,A man is lying in bed and breathing. 
GroomingOneself-brushHair1,Set1,Sub32,See the back of a woman's hair head as she brushes her long brown hair. 
Pets-playingDog1,Set1,Sub32,Man is playing with his dog the dog.  the man is standing on a box the dog jumps up to join him and then crawls through his legs. 
Golf-golf1,Set1,Sub32,A man is hitting a golf ball with a club on a golf green. 
Phone-calling1,Set1,Sub32,A man is talking on a cellphone while he's wandering on the sidewalk. 
Cardio-spinning1,Set1,Sub32,A man is leading an exercise class people are on stationary bicycles and he's talking into a microphone. 
Social-laughing1,Set1,Sub32,Man. Smiling and laughing and looking at the camera. 
Garden-wateringPlants1,Set1,Sub32,A woman is watering a leafy green plant that's growing on a trellis outside her house. 
FoodDrink-rollingDough1,Set1,Sub32,Someone is rolling out dough on a floured countertop. 
Crafts-knitting1,Set1,Sub32,Missy. A close-up view of someone's hands as they knit a couple of rows on two.  bear knitting needles. 
HealthSelfCare-swallowPills1,Set1,Sub32,Women is taking a pill by placing it on the back of her tongue and drinking water from a plastic cup. 
Wash-wash1,Set1,Sub32,Hey close. View of someone's hands as they wash their hands with soap in a large sink. 
FoodDrink-chopping1,Set1,Sub32,This is a close-up view of a knife finely chopping carrots. 
EatDrink-drinking1,Set1,Sub32,Somebody's drinking tea she is lifting a teacup off a saucer to her mouth to take a sick. 
Computer-computer1,Set1,Sub32,A man is typing on a computer and looking at his computer screen. 
Games-videoGames1,Set1,Sub32,Two men are very intensely playing video games together. 
FoodDrink-stirring1,Set1,Sub32,Somebody is creaming butter into brown sugar in a white bowl. 
FoodDrink-grilling1,Set1,Sub32,Close-up view of someone's hand and a.  spatula as they flip some steaks on a grill. 
Travel-driving1,Set1,Sub32,A man is driving very quickly in a luxury car we see him turning the steering wheel. 
Yoga-yoga1,Set1,Sub32,Is performing a difficult yoga position in her home. 
GroomingOneself-brushingTeeth1,Set1,Sub32,A man. Brushing his teeth. 
IntClean-moppingfloor1,Set1,Sub32,A man uses a mop to clean the floor in a classroom. 
Dancing-ballroomDancing1,Set1,Sub32,Couples perform a ballroom dance routine. 
Social-talk1,Set1,Sub32,A woman is talking excitedly about something. 
Social-shakeHands1,Set1,Sub32,Two men are shaking hands across a table outdoors. 
HealthSelfCare-bandaid1,Set1,Sub32,Is.  placing a band-aid on their thumb. 
Dressing-buttoningShirt1,Set1,Sub32,Greasy hands buttoning up a plaid shirt. 
Walk-walk1,Set1,Sub32,Are walking down the street. 
Pets-walkingdog1,Set1,Sub32,A man is walking his dog on a sidewalk there is snow on the grass. 
Groceries-groceryShopping1,Set1,Sub32,A1. In a sun hat walks down the aisle of a grocery store. 
FoodDrink-Pour1,Set1,Sub32,A man. Pouring red wine into three classes in front of him. 
IntClean-dustingTable1,Set1,Sub32,A man is using a towel to wipe a wooden coffee table clean. 
Reading-reading1,Set1,Sub32,A what. It is sitting in the window and reading a book. 
Run-running1,Set1,Sub32,A man is running down the street. 
TV-watchingTV1,Set1,Sub33,Is watching tv. 
GroomingOneself-shaving1,Set1,Sub33,Is shaving. 
